date,trip_count
2018-09-04,9282
2018-09-05,9502
2018-09-06,7475
2018-09-07,9621
2018-09-08,7404
2018-09-09,6419
2018-09-10,5910
2018-09-11,8283
2018-09-12,7349
2018-09-13,9111
2018-09-14,9846
2018-09-15,7995
2018-09-16,7801
2018-09-17,9275
2018-09-18,5951
2018-09-19,8403
2018-09-20,9098
2018-09-21,9405
2018-09-22,7723
2018-09-23,6563
2018-09-24,7692
2018-09-25,4030
2018-09-26,8636
2018-09-27,9020
2018-09-28,5603
2018-09-29,7524
2018-09-30,7148
2018-10-01,6613
2018-10-02,4858
2018-10-03,7847
2018-10-04,8712
2018-10-05,8561
2018-10-06,6581
2018-10-07,5516
2018-10-08,5439
2018-10-09,8746
2018-10-10,9337
2018-10-11,5682
2018-10-12,7144
2018-10-13,3947
2018-10-14,5658
2018-10-15,7087
2018-10-16,7826
2018-10-17,7607
2018-10-18,6456
2018-10-19,7502
2018-10-20,6745
2018-10-21,4041
2018-10-22,6386
2018-10-23,5793
2018-10-24,6303
2018-10-25,6690
2018-10-26,6427
2018-10-27,755
2018-10-28,4076
2018-10-29,5138
2018-10-30,6801
2018-10-31,7383
2018-11-01,7058
2018-11-02,6247
2018-11-03,3212
2018-11-04,4696
2018-11-05,5043
2018-11-06,4468
2018-11-07,7653
2018-11-08,7034
2018-11-09,5302
2018-11-10,3078
2018-11-11,3172
2018-11-12,5173
2018-11-13,3300
2018-11-14,4818
2018-11-15,4483
2018-11-16,2865
2018-11-17,3508
2018-11-18,2970
2018-11-19,3417
2018-11-20,2270
2018-11-21,3222
2018-11-22,545
2018-11-23,1251
2018-11-24,1915
2018-11-25,1610
2018-11-26,3276
2018-11-27,4481
2018-11-28,4970
2018-11-29,4788
2018-11-30,4682
2018-12-01,3169
2018-12-02,1433
2018-12-03,5105
2018-12-04,4366
2018-12-05,4161
2018-12-06,4290
2018-12-07,3965
2018-12-08,1956
2018-12-09,1831
2018-12-10,3911
2018-12-11,4125
2018-12-12,4008
2018-12-13,3846
2018-12-14,4149
2018-12-15,2785
2018-12-16,1494
2018-12-17,3358
2018-12-18,2933
2018-12-19,3452
2018-12-20,3763
2018-12-21,1286
2018-12-22,1514
2018-12-23,1045
2018-12-24,974
2018-12-25,592
2018-12-26,1304
2018-12-27,1672
2018-12-28,868
2018-12-29,1483
2018-12-30,937
2018-12-31,1532
2019-01-01,1277
2019-01-02,2617
2019-01-03,2988
2019-01-04,3379
2019-01-05,773
2019-01-06,1612
2019-01-07,2835
2019-01-08,2967
2019-01-09,3370
2019-01-10,3314
2019-01-11,2621
2019-01-12,1225
2019-01-13,1149
2019-01-14,2985
2019-01-15,3288
2019-01-16,3536
2019-01-17,3112
2019-01-18,3274
2019-01-19,1370
2019-01-20,0
2019-01-21,145
2019-01-22,923
2019-01-23,1794
2019-01-24,1486
2019-01-25,3007
2019-01-26,1711
2019-01-27,1894
2019-01-28,3250
2019-01-29,3220
2019-01-30,2543
2019-01-31,1627
2019-02-01,2192
2019-02-02,1568
2019-02-03,2063
2019-02-04,4741
2019-02-05,5795
2019-02-06,4032
2019-02-07,3722
2019-02-08,3836
2019-02-09,1810
2019-02-10,1951
2019-02-11,3780
2019-02-12,2154
2019-02-13,2624
2019-02-14,3612
2019-02-15,3375
2019-02-16,2317
2019-02-17,2065
2019-02-18,948
2019-02-19,2782
2019-02-20,3147
2019-02-21,2888
2019-02-22,3734
2019-02-23,2398
2019-02-24,1073
2019-02-25,2880
2019-02-26,3034
2019-02-27,2967
2019-02-28,2323
2019-03-01,3181
2019-03-02,832
2019-03-03,1841
2019-03-04,1254
2019-03-05,2709
2019-03-06,2606
2019-03-07,2753
2019-03-08,2858
2019-03-09,2077
2019-03-10,665
2019-03-11,3716
2019-03-12,3848
2019-03-13,3871
2019-03-14,4474
2019-03-15,4527
2019-03-16,2678
2019-03-17,2281
2019-03-18,3757
2019-03-19,4096
2019-03-20,4493
2019-03-21,4417
2019-03-22,2006
2019-03-23,2249
2019-03-24,3523
2019-03-25,4543
2019-03-26,4361
2019-03-27,4402
2019-03-28,4822
2019-03-29,4153
2019-03-30,5744
2019-03-31,2593
2019-04-01,4649
2019-04-02,5459
2019-04-03,4882
2019-04-04,5322
2019-04-05,4849
2019-04-06,6068
2019-04-07,5589
2019-04-08,2765
2019-04-09,4420
2019-04-10,5078
2019-04-11,6117
2019-04-12,5694
2019-04-13,6900
2019-04-14,6363
2019-04-15,4554
2019-04-16,6439
2019-04-17,7187
2019-04-18,5509
2019-04-19,7369
2019-04-20,3578
2019-04-21,5283
2019-04-22,3479
2019-04-23,6205
2019-04-24,7875
2019-04-25,8253
2019-04-26,3348
2019-04-27,4580
2019-04-28,4012
2019-04-29,7319
2019-04-30,5689
2019-05-01,7183
2019-05-02,5419
2019-05-03,6029
2019-05-04,5302
2019-05-05,4585
2019-05-06,7808
2019-05-07,7779
2019-05-08,8842
2019-05-09,8329
2019-05-10,7056
2019-05-11,7979
2019-05-12,1446
2019-05-13,5173
2019-05-14,4774
2019-05-15,7876
2019-05-16,8679
2019-05-17,5776
2019-05-18,8796
2019-05-19,5789
2019-05-20,8373
2019-05-21,9344
2019-05-22,8943
2019-05-23,8180
2019-05-24,7853
2019-05-25,7576
2019-05-26,7595
2019-05-27,8055
2019-05-28,4496
2019-05-29,7548
2019-05-30,8502
2019-05-31,9371
2019-06-01,7287
2019-06-02,6820
2019-06-03,9250
2019-06-04,9951
2019-06-05,10405
2019-06-06,9928
2019-06-07,10793
2019-06-08,9426
2019-06-09,8747
2019-06-10,10027
2019-06-11,7969
2019-06-12,11676
2019-06-13,4472
2019-06-14,10355
2019-06-15,9282
2019-06-16,3587
2019-06-17,10596
2019-06-18,7895
2019-06-19,10909
2019-06-20,7013
2019-06-21,8582
2019-06-22,9554
2019-06-23,9764
2019-06-24,10550
2019-06-25,8328
2019-06-26,11352
2019-06-27,11579
2019-06-28,10996
2019-06-29,7026
2019-06-30,6325
2019-07-01,10766
2019-07-02,11095
2019-07-03,10281
2019-07-04,10725
2019-07-05,8034
2019-07-06,5276
2019-07-07,9096
2019-07-08,11082
2019-07-09,11358
2019-07-10,11089
2019-07-11,11280
2019-07-12,8702
2019-07-13,9735
2019-07-14,9215
2019-07-15,11411
2019-07-16,12089
2019-07-17,9111
2019-07-18,10071
2019-07-19,11095
2019-07-20,6669
2019-07-21,7121
2019-07-22,9480
2019-07-23,7892
2019-07-24,12734
2019-07-25,13074
2019-07-26,12287
2019-07-27,9932
2019-07-28,8929
2019-07-29,11205
2019-07-30,11934
2019-07-31,10029
2019-08-01,12949
2019-08-02,12223
2019-08-03,9341
2019-08-04,9670
2019-08-05,12203
2019-08-06,12514
2019-08-07,11055
2019-08-08,11711
2019-08-09,11879
2019-08-10,11169
2019-08-11,9833
2019-08-12,11709
2019-08-13,11130
2019-08-14,12013
2019-08-15,12080
2019-08-16,11504
2019-08-17,9161
2019-08-18,8258
2019-08-19,9369
2019-08-20,11444
2019-08-21,9491
2019-08-22,11206
2019-08-23,10714
2019-08-24,9795
2019-08-25,8191
2019-08-26,10841
2019-08-27,11764
2019-08-28,7530
2019-08-29,11986
2019-08-30,11586
2019-08-31,9215
2019-09-01,9588
2019-09-02,6797
2019-09-03,13281
2019-09-04,11759
2019-09-05,13565
2019-09-06,12783
2019-09-07,9589
2019-09-08,10562
2019-09-09,13084
2019-09-10,13027
2019-09-11,13585
2019-09-12,10535
2019-09-13,13040
2019-09-14,8633
2019-09-15,10756
2019-09-16,12797
2019-09-17,13347
2019-09-18,13215
2019-09-19,13469
2019-09-20,14137
2019-09-21,12223
2019-09-22,11154
2019-09-23,13137
2019-09-24,13343
2019-09-25,13447
2019-09-26,10874
2019-09-27,13909
2019-09-28,11757
2019-09-29,10545
2019-09-30,11926
2019-10-01,12126
2019-10-02,9043
2019-10-03,11441
2019-10-04,11683
2019-10-05,9209
2019-10-06,8530
2019-10-07,11386
2019-10-08,11344
2019-10-09,9098
2019-10-10,9426
2019-10-11,5702
2019-10-12,6675
2019-10-13,9774
2019-10-14,9937
2019-10-15,11686
2019-10-16,10876
2019-10-17,9200
2019-10-18,10900
2019-10-19,9935
2019-10-20,8825
2019-10-21,11614
2019-10-22,10567
2019-10-23,10142
2019-10-24,12128
2019-10-25,11803
2019-10-26,9608
2019-10-27,2119
2019-10-28,9029
2019-10-29,10492
2019-10-30,10264
2019-10-31,8685
2019-11-01,10455
2019-11-02,8506
2019-11-03,7130
2019-11-04,9845
2019-11-05,8222
2019-11-06,10339
2019-11-07,7622
2019-11-08,6727
2019-11-09,4843
2019-11-10,5732
2019-11-11,7791
2019-11-12,6441
2019-11-13,5879
2019-11-14,7009
2019-11-15,8386
2019-11-16,4821
2019-11-17,3983
2019-11-18,4686
2019-11-19,6138
2019-11-20,5089
2019-11-21,8358
2019-11-22,6942
2019-11-23,5432
2019-11-24,1411
2019-11-25,7861
2019-11-26,8331
2019-11-27,5569
2019-11-28,1434
2019-11-29,2531
2019-11-30,2160
2019-12-01,1747
2019-12-02,1780
2019-12-03,1670
2019-12-04,4404
2019-12-05,5747
2019-12-06,4856
2019-12-07,3229
2019-12-08,2926
2019-12-09,3330
2019-12-10,5805
2019-12-11,4007
2019-12-12,5228
2019-12-13,4951
2019-12-14,2785
2019-12-15,3201
2019-12-16,5018
2019-12-17,1881
2019-12-18,4004
2019-12-19,2985
2019-12-20,2904
2019-12-21,1649
2019-12-22,1640
2019-12-23,3084
2019-12-24,1686
2019-12-25,787
2019-12-26,1822
2019-12-27,2151
2019-12-28,2128
2019-12-29,1778
2019-12-30,658
2019-12-31,1808
2020-01-01,1517
2020-01-02,3751
2020-01-03,4313
2020-01-04,1436
2020-01-05,1911
2020-01-06,4494
2020-01-07,5054
2020-01-08,4642
2020-01-09,4061
2020-01-10,5068
2020-01-11,5272
2020-01-12,4875
2020-01-13,4624
2020-01-14,5466
2020-01-15,5968
2020-01-16,4257
2020-01-17,3037
2020-01-18,1466
2020-01-19,1644
2020-01-20,2100
2020-01-21,3937
2020-01-22,4704
2020-01-23,5265
2020-01-24,5307
2020-01-25,2438
2020-01-26,3656
2020-01-27,5773
2020-01-28,5610
2020-01-29,5568
2020-01-30,5179
2020-01-31,5515
2020-02-01,3442
2020-02-02,3636
2020-02-03,6136
2020-02-04,6392
2020-02-05,6204
2020-02-06,3317
2020-02-07,3514
2020-02-08,2807
2020-02-09,2699
2020-02-10,4282
2020-02-11,4428
2020-02-12,6426
2020-02-13,4392
2020-02-14,4347
2020-02-15,2284
2020-02-16,2878
2020-02-17,4100
2020-02-18,3583
2020-02-19,5704
2020-02-20,5039
2020-02-21,4443
2020-02-22,3931
2020-02-23,5003
2020-02-24,7116
2020-02-25,6674
2020-02-26,6476
2020-02-27,4642
2020-02-28,5409
2020-02-29,3216
2020-03-01,2789
2020-03-02,6068
2020-03-03,7593
2020-03-04,6548
2020-03-05,7129
2020-03-06,5687
2020-03-07,2463
2020-03-08,4085
2020-03-09,8591
2020-03-10,7806
2020-03-11,6753
2020-03-12,5384
2020-03-13,3250
2020-03-14,3900
2020-03-15,2958
2020-03-16,2213
2020-03-17,1701
2020-03-18,2598
2020-03-19,784
2020-03-20,2599
2020-03-21,2585
2020-03-22,1373
2020-03-23,655
2020-03-24,1294
2020-03-25,1080
2020-03-26,1581
2020-03-27,2157
2020-03-28,2324
2020-03-29,328
2020-03-30,717
2020-03-31,1295
2020-04-01,1154
2020-04-02,667
2020-04-03,381
2020-04-04,2025
2020-04-05,1984
2020-04-06,1876
2020-04-07,1933
2020-04-08,1206
2020-04-09,581
2020-04-10,1141
2020-04-11,2224
2020-04-12,2656
2020-04-13,318
2020-04-14,1994
2020-04-15,1449
2020-04-16,1340
2020-04-17,1555
2020-04-18,662
2020-04-19,3655
2020-04-20,1400
2020-04-21,837
2020-04-22,1119
2020-04-23,2034
2020-04-24,797
2020-04-25,4201
2020-04-26,991
2020-04-27,348
2020-04-28,1640
2020-04-29,2063
2020-04-30,1349
2020-05-01,1414
2020-05-02,4908
2020-05-03,5819
2020-05-04,2464
2020-05-05,2614
2020-05-06,2130
2020-05-07,2839
2020-05-08,1984
2020-05-09,1415
2020-05-10,2681
2020-05-11,1342
2020-05-12,2443
2020-05-13,2923
2020-05-14,4101
2020-05-15,3429
2020-05-16,5842
2020-05-17,4613
2020-05-18,2739
2020-05-19,3161
2020-05-20,3645
2020-05-21,4622
2020-05-22,5678
2020-05-23,3768
2020-05-24,5249
2020-05-25,4237
2020-05-26,4826
2020-05-27,5044
2020-05-28,4327
2020-05-29,4849
2020-05-30,7342
2020-05-31,7697
2020-06-01,4082
2020-06-02,4744
2020-06-03,5140
2020-06-04,5431
2020-06-05,5279
2020-06-06,5800
2020-06-07,6264
2020-06-08,5800
2020-06-09,5467
2020-06-10,5818
2020-06-11,3257
2020-06-12,7266
2020-06-13,9118
2020-06-14,8131
2020-06-15,5528
2020-06-16,6483
2020-06-17,6742
2020-06-18,6835
2020-06-19,7764
2020-06-20,8128
2020-06-21,7005
2020-06-22,6368
2020-06-23,6857
2020-06-24,6315
2020-06-25,7618
2020-06-26,8302
2020-06-27,7024
2020-06-28,4688
2020-06-29,4578
2020-06-30,5293
2020-07-01,6357
2020-07-02,7938
2020-07-03,7957
2020-07-04,9420
2020-07-05,7816
2020-07-06,7259
2020-07-07,7441
2020-07-08,6855
2020-07-09,7779
2020-07-10,7679
2020-07-11,10083
2020-07-12,8880
2020-07-13,6940
2020-07-14,6568
2020-07-15,8697
2020-07-16,8915
2020-07-17,8231
2020-07-18,9685
2020-07-19,7468
2020-07-20,6976
2020-07-21,8264
2020-07-22,7562
2020-07-23,6504
2020-07-24,10240
2020-07-25,11556
2020-07-26,8867
2020-07-27,7180
2020-07-28,7638
2020-07-29,8975
2020-07-30,8473
2020-07-31,10460
2020-08-01,11707
2020-08-02,8048
2020-08-03,8319
2020-08-04,6188
2020-08-05,9296
2020-08-06,9689
2020-08-07,9835
2020-08-08,11775
2020-08-09,9408
2020-08-10,8095
2020-08-11,8602
2020-08-12,8763
2020-08-13,9294
2020-08-14,10173
2020-08-15,10217
2020-08-16,6455
2020-08-17,8735
2020-08-18,9438
2020-08-19,8334
2020-08-20,10076
2020-08-21,10387
2020-08-22,10215
2020-08-23,7235
2020-08-24,8996
2020-08-25,9599
2020-08-26,10407
2020-08-27,6869
2020-08-28,11077
2020-08-29,6688
2020-08-30,11050
2020-08-31,9433
2020-09-01,9799
2020-09-02,5893
2020-09-03,9090
2020-09-04,11544
2020-09-05,12798
2020-09-06,12342
2020-09-07,11543
2020-09-08,9945
2020-09-09,9800
2020-09-10,6304
2020-09-11,10852
2020-09-12,14101
2020-09-13,10916
2020-09-14,9318
2020-09-15,9276
2020-09-16,9575
2020-09-17,9980
2020-09-18,10447
2020-09-19,12335
2020-09-20,8887
2020-09-21,7878
2020-09-22,8177
2020-09-23,9910
2020-09-24,10252
2020-09-25,11606
2020-09-26,13870
2020-09-27,10668
2020-09-28,8605
2020-09-29,9621
2020-09-30,8018
2020-10-01,10212
2020-10-02,9823
2020-10-03,12161
2020-10-04,9793
2020-10-05,7935
2020-10-06,9225
2020-10-07,7485
2020-10-08,9081
2020-10-09,9441
2020-10-10,13928
2020-10-11,9594
2020-10-12,6312
2020-10-13,2165
2020-10-14,9049
2020-10-15,9643
2020-10-16,5156
2020-10-17,8878
2020-10-18,8445
2020-10-19,7495
2020-10-20,8217
2020-10-21,7610
2020-10-22,8921
2020-10-23,9761
2020-10-24,11022
2020-10-25,7047
2020-10-26,6314
2020-10-27,7184
2020-10-28,3897
2020-10-29,3170
2020-10-30,1637
2020-10-31,4862
2020-11-01,3524
2020-11-02,4499
2020-11-03,5263
2020-11-04,5544
2020-11-05,7290
2020-11-06,8533
2020-11-07,11984
2020-11-08,8981
2020-11-09,6991
2020-11-10,7964
2020-11-11,7595
2020-11-12,5589
2020-11-13,3329
2020-11-14,6863
2020-11-15,4485
2020-11-16,5145
2020-11-17,4988
2020-11-18,3754
2020-11-19,4125
2020-11-20,6494
2020-11-21,7294
2020-11-22,3457
2020-11-23,2349
2020-11-24,4192
2020-11-25,4006
2020-11-26,1427
2020-11-27,3998
2020-11-28,4140
2020-11-29,4174
2020-11-30,2018
2020-12-01,4388
2020-12-02,3549
2020-12-03,3976
2020-12-04,4762
2020-12-05,587
2020-12-06,2682
2020-12-07,3029
2020-12-08,2977
2020-12-09,3152
2020-12-10,3662
2020-12-11,4167
2020-12-12,2010
2020-12-13,4582
2020-12-14,2326
2020-12-15,3016
2020-12-16,2386
2020-12-17,195
2020-12-18,1101
2020-12-19,1147
2020-12-20,993
2020-12-21,1615
2020-12-22,1972
2020-12-23,1958
2020-12-24,1909
2020-12-25,379
2020-12-26,1470
2020-12-27,1480
2020-12-28,2317
2020-12-29,1761
2020-12-30,1853
2020-12-31,2009
2021-01-01,1859
2021-01-02,1690
2021-01-03,1473
2021-01-04,1910
2021-01-05,2017
2021-01-06,2284
2021-01-07,2530
2021-01-08,2575
2021-01-09,2509
2021-01-10,2444
2021-01-11,2442
2021-01-12,2771
2021-01-13,2902
2021-01-14,2223
2021-01-15,2967
2021-01-16,2300
2021-01-17,2774
2021-01-18,3169
2021-01-19,2891
2021-01-20,2846
2021-01-21,2601
2021-01-22,3231
2021-01-23,2700
2021-01-24,1680
2021-01-25,2603
2021-01-26,2522
2021-01-27,1330
2021-01-28,1766
2021-01-29,1361
2021-01-30,1345
2021-01-31,1556
2021-02-01,1382
2021-02-02,852
2021-02-03,2048
2021-02-04,2534
2021-02-05,2611
2021-02-06,3124
2021-02-07,1242
2021-02-08,1469
2021-02-09,1420
2021-02-10,1995
2021-02-11,2375
2021-02-12,2207
2021-02-13,2299
2021-02-14,2051
2021-02-15,1691
2021-02-16,1462
2021-02-17,2344
2021-02-18,2113
2021-02-19,981
2021-02-20,1675
2021-02-21,2193
2021-02-22,1824
2021-02-23,2661
2021-02-24,3456
2021-02-25,3272
2021-02-26,3455
2021-02-27,2004
2021-02-28,3275
2021-03-01,2482
2021-03-02,1827
2021-03-03,3221
2021-03-04,3204
2021-03-05,2758
2021-03-06,3091
2021-03-07,2924
2021-03-08,2916
2021-03-09,4289
2021-03-10,4231
2021-03-11,5620
2021-03-12,6410
2021-03-13,5006
2021-03-14,2936
2021-03-15,1995
2021-03-16,2947
2021-03-17,4376
2021-03-18,2896
2021-03-19,3533
